Order_ID,Customer_ID,Order_Date,Warehouse_ID,Publisher
SOUS00165,CUUS05286,21-01-2026,WUS00005,Web
SOUS00166,CUUS01541,04-01-2026,WUS00006,ERP
SOUS00167,CUUS03290,29-01-2026,WUS00007,ERP
SOUS00168,CUUS03051,02-02-2026,WUS00008,ERP
SOUS00169,CUUS01737,15-01-2026,WUS00009,CRM
SOUS00170,CUUS05608,19-02-2026,WUS00010,CRM
SOUS00171,CUUS07474,01-02-2026,WUS00011,Web
SOUS00172,CUUS03952,17-02-2026,WUS00012,ERP
SOUS00173,CUUS00495,12-02-2026,WUS00013,CRM
SOUS00174,CUUS05226,08-02-2026,WUS00014,Web
SOUS00175,CUUS04580,13-01-2026,WUS00015,Web
SOUS00176,CUUS06012,16-02-2026,WUS00016,ERP
SOUS00177,CUUS00660,02-01-2026,WUS00001,Web
SOUS00178,CUUS01627,12-02-2026,WUS00002,Web
SOUS00179,CUUS00804,10-02-2026,WUS00003,ERP
SOUS00180,CUUS00773,31-01-2026,WUS00004,ERP
SOUS00181,CUUS01645,22-01-2026,WUS00005,ERP
SOUS00182,CUUS04035,23-01-2026,WUS00006,Web
SOUS00183,CUUS04662,15-02-2026,WUS00007,CRM
SOUS00184,CUUS02089,16-02-2026,WUS00008,ERP
SOUS00185,CUUS06958,22-02-2026,WUS00009,CRM
SOUS00186,CUUS02482,26-01-2026,WUS00010,CRM
SOUS00187,CUUS03083,21-02-2026,WUS00011,ERP
SOUS00188,CUUS09329,07-02-2026,WUS00012,Web
SOUS00189,CUUS01527,10-01-2026,WUS00013,ERP
SOUS00190,CUUS06772,14-02-2026,WUS00014,Web
SOUS00191,CUUS04591,24-02-2026,WUS00015,ERP
SOUS00192,CUUS00857,10-02-2026,WUS00016,Web
SOUS00193,CUUS00372,12-01-2026,WUS00001,ERP
SOUS00194,CUUS03616,19-02-2026,WUS00002,Web
SOUS00195,CUUS08600,28-01-2026,WUS00003,ERP
SOUS00196,CUUS07402,05-02-2026,WUS00004,CRM
SOUS00197,CUUS06349,,WUS00005,CRM
SOUS00198,CUUS04577,22-02-2026,WUS00006,ERP
SOUS00199,CUUS05923,16-01-2026,WUS00007,CRM
SOUS00200,CUUS03647,14-02-2026,WUS00008,Web
SOUS00201,CUUS02340,07-02-2026,WUS00009,Web
SOUS00202,CUUS09856,03-02-2026,WUS00010,CRM
SOUS00203,CUUS07166,04-01-2026,WUS00011,Web
SOUS00204,CUUS09721,19-02-2026,WUS00012,ERP
SOUS00205,CUUS06824,22-02-2026,WUS00013,CRM
SOUS00206,CUUS00125,31-01-2026,WUS00014,ERP
SOUS00207,CUUS06002,24-01-2026,WUS00015,CRM
SOUS00208,CUUS04396,07-02-2026,WUS00016,ERP
SOUS00209,CUUS07684,17-02-2026,WUS00001,ERP
SOUS00210,CUUS06591,06-01-2026,WUS00002,Web
SOUS00211,CUUS06635,15-02-2026,WUS00003,Web
SOUS00212,CUUS03533,01-02-2026,WUS00004,ERP
SOUS00213,CUUS02102,20-02-2026,WUS00005,Web
SOUS00214,CUUS03272,22-01-2026,WUS00006,ERP
SOUS00215,CUUS00293,27-01-2026,WUS00007,ERP
SOUS00216,CUUS07491,06-02-2026,WUS00008,Web
SOUS00217,CUUS07274,25-01-2026,WUS00009,CRM
SOUS00218,CUUS03938,07-01-2026,WUS00010,CRM
SOUS00219,CUUS00774,25-02-2026,WUS00011,Web
SOUS00220,CUUS04937,29-01-2026,WUS00012,CRM
SOUS00221,CUUS05588,19-01-2026,WUS00013,CRM
SOUS00222,CUUS08701,09-01-2026,WUS00014,ERP
SOUS00223,CUUS08700,25-02-2026,WUS00015,ERP
SOUS00224,CUUS03410,18-01-2026,WUS00016,Web
SOUS00225,CUUS04413,16-01-2026,WUS00001,Web
SOUS00226,CUUS00063,01-01-2026,WUS00002,CRM
SOUS00227,CUUS01440,19-01-2026,WUS00003,Web
SOUS00228,CUUS04180,15-01-2026,WUS00004,ERP
SOUS00229,CUUS08130,10-01-2026,WUS00005,CRM
SOUS00230,CUUS03943,05-02-2026,WUS00006,Web
SOUS00231,CUUS02309,19-01-2026,WUS00007,CRM
SOUS00232,CUUS01574,03-02-2026,WUS00008,ERP
SOUS00233,CUUS06721,31-01-2026,WUS00009,Web
SOUS00234,CUUS03374,28-01-2026,WUS00010,Web
SOUS00235,CUUS05928,26-01-2026,WUS00011,ERP
SOUS00236,CUUS01372,21-02-2026,WUS00012,ERP
SOUS00237,CUUS09953,24-01-2026,WUS00013,ERP
SOUS00238,CUUS01483,24-02-2026,WUS00014,Web
SOUS00239,CUUS03045,11-02-2026,WUS00015,ERP
SOUS00240,CUUS09711,14-01-2026,WUS00016,Web
SOUS00241,CUUS00935,15-02-2026,WUS00001,CRM
SOUS00242,CUUS08963,04-01-2026,WUS00002,ERP
SOUS00243,CUUS08121,11-02-2026,WUS00003,ERP
SOUS00244,CUUS05140,22-01-2026,WUS00004,ERP
SOUS00245,CUUS03915,11-02-2026,WUS00005,ERP
SOUS00246,CUUS00034,15-01-2026,WUS00006,Web
SOUS00247,CUUS01464,30-01-2026,WUS00007,Web
SOUS00248,CUUS02097,14-02-2026,WUS00008,CRM
SOUS00249,CUUS07281,07-02-2026,WUS00009,ERP
SOUS00250,CUUS06560,11-02-2026,WUS00010,Web
SOUS00251,CUUS01926,31-01-2026,WUS00011,ERP
SOUS00252,CUUS07070,23-02-2026,WUS00012,CRM
SOUS00253,CUUS08324,01-02-2026,WUS00013,ERP
SOUS00254,CUUS03455,03-01-2026,WUS00014,Web
SOUS00255,CUUS06680,17-02-2026,WUS00015,CRM
SOUS00256,CUUS02747,01-01-2026,WUS00016,CRM
SOUS00257,CUUS06980,10-02-2026,WUS00001,Web
SOUS00258,CUUS06374,31-01-2026,WUS00002,Web
SOUS00259,CUUS04304,25-02-2026,WUS00003,CRM
SOUS00260,CUUS03420,07-02-2026,WUS00004,Web
SOUS00261,CUUS01442,01-01-2026,WUS00005,CRM
SOUS00262,CUUS05617,06-02-2026,WUS00006,CRM
SOUS00263,CUUS07789,17-02-2026,WUS00007,CRM
SOUS00264,CUUS08377,20-01-2026,WUS00008,CRM
SOUS00265,CUUS02206,09-02-2026,WUS00009,ERP
SOUS00266,CUUS07734,24-02-2026,WUS00010,Web
SOUS00267,CUUS00826,11-02-2026,WUS00011,Web
SOUS00268,CUUS03477,15-01-2026,WUS00012,Web
SOUS00269,CUUS07306,23-02-2026,WUS00013,CRM
SOUS00270,CUUS08947,01-01-2026,WUS00014,Web
SOUS00271,CUUS07218,08-02-2026,WUS00015,Web
SOUS00272,CUUS03883,03-01-2026,WUS00016,ERP
SOUS00273,CUUS01309,13-02-2026,WUS00001,Web
SOUS00274,CUUS04454,18-02-2026,WUS00002,Web
SOUS00275,CUUS04152,01-01-2026,WUS00003,CRM
SOUS00276,CUUS05231,11-01-2026,WUS00004,CRM
SOUS00277,CUUS05363,25-02-2026,WUS00005,ERP
SOUS00278,CUUS01384,16-02-2026,WUS00006,ERP
SOUS00279,CUUS01732,22-02-2026,WUS00007,Web
SOUS00280,CUUS05244,20-01-2026,WUS00008,Web
SOUS00281,CUUS08450,12-01-2026,WUS00009,ERP
SOUS00282,CUUS00478,08-02-2026,WUS00010,Web
SOUS00283,CUUS03798,09-01-2026,WUS00011,ERP
SOUS00284,CUUS03251,14-01-2026,WUS00012,Web
SOUS00285,CUUS08296,30-01-2026,WUS00013,ERP
SOUS00286,CUUS05150,02-01-2026,WUS00014,CRM
SOUS00287,CUUS00408,13-02-2026,WUS00015,ERP
SOUS00288,CUUS09842,03-02-2026,WUS00016,CRM
SOUS00289,CUUS02094,10-02-2026,WUS00001,CRM
SOUS00290,CUUS02102,22-01-2026,WUS00002,CRM
SOUS00291,CUUS02951,05-01-2026,WUS00003,ERP
SOUS00292,CUUS04756,23-01-2026,WUS00004,Web
SOUS00293,CUUS07753,05-02-2026,WUS00005,Web
SOUS00294,CUUS05885,20-01-2026,WUS00006,ERP
SOUS00295,CUUS00287,09-01-2026,WUS00007,Web
SOUS00296,CUUS09391,07-01-2026,WUS00008,ERP
SOUS00297,CUUS08185,31-01-2026,WUS00009,ERP
SOUS00298,CUUS03927,12-01-2026,WUS00010,Web
SOUS00299,CUUS01900,04-01-2026,WUS00011,CRM
SOUS00300,CUUS09405,23-02-2026,WUS00012,ERP
SOUS00301,CUUS09928,14-01-2026,WUS00013,Web
SOUS00302,CUUS07015,24-02-2026,WUS00014,ERP
SOUS00303,CUUS05186,15-02-2026,WUS00015,Web
SOUS00304,CUUS02746,04-01-2026,WUS00016,CRM
SOUS00305,CUUS08916,18-02-2026,WUS00001,ERP
SOUS00306,CUUS08596,27-01-2026,WUS00002,CRM
SOUS00307,CUUS08799,06-02-2026,WUS00003,Web
SOUS00308,CUUS03753,19-02-2026,WUS00004,CRM
SOUS00309,CUUS08551,15-02-2026,WUS00005,Web
SOUS00310,CUUS01013,11-01-2026,WUS00006,Web
SOUS00311,CUUS01573,19-01-2026,WUS00007,ERP
SOUS00312,CUUS05266,22-01-2026,WUS00008,CRM
SOUS00313,CUUS00102,17-01-2026,WUS00009,CRM
SOUS00314,CUUS03462,04-02-2026,WUS00010,Web
SOUS00315,CUUS09092,13-02-2026,WUS00011,Web
SOUS00316,CUUS09142,09-02-2026,WUS00012,ERP
SOUS00317,CUUS06224,12-01-2026,WUS00013,ERP
SOUS00318,CUUS07487,11-01-2026,WUS00014,ERP
SOUS00319,CUUS09371,01-02-2026,WUS00015,CRM
SOUS00320,CUUS05404,14-02-2026,WUS00016,ERP
SOUS00321,CUUS01601,14-01-2026,WUS00001,Web
SOUS00322,CUUS00536,06-01-2026,WUS00002,ERP
SOUS00323,CUUS01329,19-02-2026,WUS00003,Web
SOUS00324,CUUS06816,29-01-2026,WUS00004,ERP
SOUS00325,CUUS06592,02-02-2026,WUS00005,CRM
SOUS00326,CUUS05965,11-01-2026,WUS00006,ERP
SOUS00327,CUUS08651,08-01-2026,WUS00007,Web
SOUS00328,CUUS07315,19-02-2026,WUS00008,ERP
SOUS00329,CUUS04967,21-01-2026,WUS00009,CRM
SOUS00330,CUUS03439,23-01-2026,WUS00010,ERP
SOUS00331,CUUS09810,15-02-2026,WUS00011,CRM
SOUS00332,CUUS07288,,WUS00012,ERP
SOUS00333,CUUS09826,04-02-2026,WUS00013,ERP
SOUS00334,CUUS07681,17-02-2026,WUS00014,ERP
SOUS00335,CUUS07264,01-01-2026,WUS00015,ERP
SOUS00336,CUUS06685,10-01-2026,WUS00016,ERP
SOUS00337,CUUS03235,17-02-2026,WUS00001,Web
SOUS00338,CUUS05847,07-02-2026,WUS00002,Web
SOUS00339,CUUS04256,09-01-2026,WUS00003,ERP
SOUS00340,CUUS05496,04-01-2026,WUS00004,CRM
SOUS00341,CUUS03151,12-01-2026,WUS00005,ERP
SOUS00342,CUUS08491,02-02-2026,WUS00006,ERP
SOUS00343,CUUS06028,19-02-2026,WUS00007,CRM
SOUS00344,CUUS07680,09-02-2026,WUS00008,CRM
SOUS00345,CUUS04726,28-01-2026,WUS00009,Web
SOUS00346,CUUS07024,29-01-2026,WUS00010,ERP
SOUS00347,CUUS07972,10-01-2026,WUS00011,CRM
SOUS00348,CUUS00575,01-02-2026,WUS00012,Web
SOUS00349,CUUS09734,28-01-2026,WUS00013,Web
SOUS00350,CUUS03319,01-01-2026,WUS00014,ERP
SOUS00351,CUUS02219,03-02-2026,WUS00015,CRM
SOUS00352,CUUS09493,08-01-2026,WUS00016,Web
SOUS00353,CUUS05111,15-01-2026,WUS00001,ERP
SOUS00354,CUUS08879,02-02-2026,WUS00002,CRM
SOUS00355,CUUS02324,22-01-2026,WUS00003,CRM
SOUS00356,CUUS06926,23-01-2026,WUS00004,Web
SOUS00357,CUUS03127,04-02-2026,WUS00005,CRM
SOUS00358,CUUS07629,14-02-2026,WUS00006,CRM
SOUS00359,CUUS06322,16-01-2026,WUS00007,CRM
SOUS00360,CUUS04162,02-01-2026,WUS00008,ERP
SOUS00361,CUUS05802,09-01-2026,WUS00009,Web
SOUS00362,CUUS08496,24-02-2026,WUS00010,ERP
SOUS00363,CUUS01705,11-02-2026,WUS00011,CRM
SOUS00364,CUUS08515,24-02-2026,WUS00012,Web
SOUS00365,CUUS05504,17-02-2026,WUS00013,ERP
SOUS00366,CUUS04540,14-02-2026,WUS00014,ERP
SOUS00367,CUUS09401,07-01-2026,WUS00015,ERP
SOUS00368,CUUS06285,13-01-2026,WUS00016,Web
SOUS00369,CUUS07084,15-01-2026,WUS00001,Web
SOUS00370,CUUS07815,03-01-2026,WUS00002,ERP
SOUS00371,CUUS00260,05-01-2026,WUS00003,CRM
SOUS00372,CUUS04781,03-02-2026,WUS00004,CRM
SOUS00373,CUUS09016,09-02-2026,WUS00005,ERP
SOUS00374,CUUS07205,31-01-2026,WUS00006,Web
SOUS00375,CUUS04917,30-01-2026,WUS00007,CRM
SOUS00376,CUUS04770,02-01-2026,WUS00008,ERP
SOUS00377,CUUS00811,02-02-2026,WUS00009,ERP
SOUS00378,CUUS02007,14-02-2026,WUS00010,CRM
SOUS00379,CUUS05910,26-01-2026,WUS00011,Web
SOUS00380,CUUS09229,31-01-2026,WUS00012,Web
SOUS00381,CUUS05484,27-01-2026,WUS00013,ERP
SOUS00382,CUUS00691,19-01-2026,WUS00014,Web
SOUS00383,CUUS05618,01-02-2026,WUS00015,CRM
SOUS00384,CUUS08448,04-02-2026,WUS00016,Web
SOUS00385,CUUS02511,18-01-2026,WUS00001,Web
SOUS00386,CUUS08851,04-01-2026,WUS00002,Web
SOUS00387,CUUS02726,24-02-2026,WUS00003,ERP
SOUS00388,CUUS01643,14-02-2026,WUS00004,ERP
SOUS00389,CUUS00749,22-01-2026,WUS00005,CRM
SOUS00390,CUUS00495,,WUS00006,CRM
SOUS00391,CUUS05329,01-02-2026,WUS00007,Web
SOUS00392,CUUS04269,23-01-2026,WUS00008,Web
SOUS00393,CUUS08645,27-01-2026,WUS00009,Web
SOUS00394,CUUS04209,04-01-2026,WUS00010,ERP
SOUS00395,CUUS00825,23-01-2026,WUS00011,CRM
SOUS00396,CUUS05638,13-01-2026,WUS00012,ERP
SOUS00397,CUUS02565,07-02-2026,WUS00013,Web
SOUS00398,CUUS08118,30-01-2026,WUS00014,ERP
SOUS00399,CUUS05970,03-01-2026,WUS00015,ERP
SOUS00400,CUUS06126,23-02-2026,WUS00016,ERP
SOUS00401,CUUS08811,07-01-2026,WUS00001,CRM
SOUS00402,CUUS09855,31-01-2026,WUS00002,CRM
SOUS00403,CUUS04913,09-02-2026,WUS00003,Web
SOUS00404,CUUS00476,23-02-2026,WUS00004,Web
SOUS00405,CUUS08368,25-01-2026,WUS00005,ERP
SOUS00406,CUUS01480,07-02-2026,WUS00006,CRM
SOUS00407,CUUS06671,16-02-2026,WUS00007,Web
SOUS00408,CUUS02173,14-01-2026,WUS00008,Web
SOUS00409,CUUS09372,09-02-2026,WUS00009,ERP
SOUS00410,CUUS07482,13-01-2026,WUS00010,CRM
SOUS00411,CUUS06807,28-01-2026,WUS00011,CRM
SOUS00412,CUUS00381,05-01-2026,WUS00012,ERP
SOUS00413,CUUS03328,22-01-2026,WUS00013,ERP
SOUS00414,CUUS00876,06-01-2026,WUS00014,CRM
SOUS00415,CUUS00882,24-02-2026,WUS00015,Web
SOUS00416,CUUS03446,21-01-2026,WUS00016,ERP
SOUS00417,CUUS00954,10-02-2026,WUS00001,CRM
SOUS00418,CUUS08233,19-01-2026,WUS00002,CRM
SOUS00419,CUUS03233,10-02-2026,WUS00003,ERP
SOUS00420,CUUS03913,23-02-2026,WUS00004,ERP
SOUS00421,CUUS03087,04-01-2026,WUS00005,Web
SOUS00422,CUUS07943,31-01-2026,WUS00006,ERP
SOUS00423,CUUS07043,13-02-2026,WUS00007,Web
SOUS00424,CUUS07520,20-01-2026,WUS00008,ERP
SOUS00425,CUUS00817,13-02-2026,WUS00009,ERP
SOUS00426,CUUS08252,11-02-2026,WUS00010,CRM
SOUS00427,CUUS06973,11-01-2026,WUS00011,CRM
SOUS00428,CUUS02212,12-01-2026,WUS00012,ERP
SOUS00429,CUUS02759,04-02-2026,WUS00013,Web
SOUS00430,CUUS08493,,WUS00014,ERP
SOUS00431,CUUS06189,17-02-2026,WUS00015,Web
SOUS00432,CUUS07932,20-01-2026,WUS00016,CRM
SOUS00433,CUUS02771,31-01-2026,WUS00001,ERP
SOUS00434,CUUS04636,11-02-2026,WUS00002,CRM
SOUS00435,CUUS09441,05-02-2026,WUS00003,CRM
SOUS00436,CUUS03108,21-01-2026,WUS00004,CRM
SOUS00437,CUUS07569,06-01-2026,WUS00005,CRM
SOUS00438,CUUS05104,22-01-2026,WUS00006,CRM
SOUS00439,CUUS04145,22-01-2026,WUS00007,ERP
SOUS00440,CUUS03591,10-01-2026,WUS00008,CRM
SOUS00441,CUUS01302,01-02-2026,WUS00009,CRM
SOUS00442,CUUS02983,16-02-2026,WUS00010,CRM
SOUS00443,CUUS03776,29-01-2026,WUS00011,ERP
SOUS00444,CUUS05095,07-02-2026,WUS00012,Web
SOUS00445,CUUS08693,16-02-2026,WUS00013,ERP
SOUS00446,CUUS05452,13-02-2026,WUS00014,ERP
SOUS00447,CUUS03982,07-02-2026,WUS00015,Web
SOUS00448,CUUS00051,08-02-2026,WUS00016,CRM
SOUS00449,CUUS03175,10-02-2026,WUS00001,CRM
SOUS00450,CUUS06441,17-01-2026,WUS00002,CRM
SOUS00451,CUUS06908,21-02-2026,WUS00003,ERP
SOUS00452,CUUS05461,02-02-2026,WUS00004,CRM
SOUS00453,CUUS09687,10-01-2026,WUS00005,Web
SOUS00454,CUUS01634,18-02-2026,WUS00006,ERP
SOUS00455,CUUS02262,20-02-2026,WUS00007,ERP
